FID,id,nom,desserte,pmr,ascenseur,escalator,gid,last_update,last_update_fme,the_geom,adresse,localise_face_a_adresse,commune,insee,zone
tcl_sytral.tclarret.2756,2756,St-Abdon,"78:A,JD2:R,JD261:R,JD979:R",true,false,false,26085,2025-10-17T05:05:48.136,2025-10-17T05:05:48.136,POINT (4.79359410634 45.66099980211974),796 ROUTE DE SAINT ABDON,,Charly,69046,2
tcl_sytral.tclarret.3136,3136,Gare d'Albigny-Neuville,"43:A,JD70:A,JD813:R",true,false,false,26401,2025-10-17T05:05:48.159,2025-10-17T05:05:48.159,POINT (4.835481917163 45.876481801953055),1 QUAI GENERAL DE GAULLE,,Albigny-sur-Saône,69003,1
tcl_sytral.tclarret.314,314,Cailloux Bellevue,77:R,false,false,false,26404,2025-10-17T05:05:48.159,2025-10-17T05:05:48.159,POINT (4.867506335487 45.85383841079988),205 ROUTE DES TATIERES,,Cailloux-sur-Fontaines,69033,1
tcl_sytral.tclarret.31403,31403,Cazeneuve - Berliet,C16:A,true,false,false,26406,2025-10-17T05:05:48.159,2025-10-17T05:05:48.159,POINT (4.866282031948001 45.738740022100004),50 RUE ANTOINE LUMIERE,,Lyon 8e Arrondissement,69388,1
tcl_sytral.tclarret.3144,3144,Vincent Serre,5:A,true,false,false,26409,2025-10-17T05:05:48.159,2025-10-17T05:05:48.159,POINT (4.786835990173 45.768687054668774),8 AVENUE VICTOR HUGO,,Tassin-la-Demi-Lune,69244,1
tcl_sytral.tclarret.3145,3145,Vincent Serre,5:R,true,false,false,26410,2025-10-17T05:05:48.159,2025-10-17T05:05:48.159,POINT (4.786325042033 45.76891899814976),1 CHEMIN DU VALLON,,Tassin-la-Demi-Lune,69244,1
tcl_sytral.tclarret.3148,3148,Vitton - Belges,"C1:R,C6:R",true,false,false,26411,2025-10-17T05:05:48.159,2025-10-17T05:05:48.159,POINT (4.856796811567 45.77008698239762),92 BOULEVARD DES BELGES,,Lyon 6e Arrondissement,69386,1
tcl_sytral.tclarret.42379,42379,Jean Monnet,S5:R,true,false,false,27396,2025-10-17T05:05:48.239,2025-10-17T05:05:48.239,POINT (4.841337948805 45.78947506968146),380 AVENUE JEAN MONNET,,Caluire-et-Cuire,69034,1
tcl_sytral.tclarret.46535,46535,Genas Rd Point Epine,C200:A,false,false,false,28098,2025-10-17T05:05:48.294,2025-10-17T05:05:48.294,POINT (4.982443965204 45.73363907518554),90 RUE ANDRE CITROEN,,Genas,69277,2
tcl_sytral.tclarret.46536,46536,Genas Rd Point Epine,C200:R,false,false,false,28099,2025-10-17T05:05:48.294,2025-10-17T05:05:48.294,POINT (4.982662984388 45.734438038827456),235 RUE ANDRE CITROEN,,Genas,69277,2
tcl_sytral.tclarret.46551,46551,Mayer,"78:A,80:R",true,false,false,28100,2025-10-17T05:05:48.294,2025-10-17T05:05:48.294,POINT (4.789571002082001 45.60924504675838),4 AVENUE JEAN ESTRAGNAT,,Grigny-sur-Rhône,69096,2
tcl_sytral.tclarret.46552,46552,Mayer,"78:R,80:A",true,false,false,28101,2025-10-17T05:05:48.294,2025-10-17T05:05:48.294,POINT (4.789683009854001 45.60932405091537),4 AVENUE JEAN ESTRAGNAT,,Grigny-sur-Rhône,69096,2
tcl_sytral.tclarret.46569,46569,Hôpital Croix-Rousse,"38:R,C13:R",true,false,false,28102,2025-10-17T05:05:48.294,2025-10-17T05:05:48.294,POINT (4.832773976493001 45.7819610500983),4 RUE COSTE,,Caluire-et-Cuire,69034,1
tcl_sytral.tclarret.15294,15294,Villefranche Marché couvert,156:A,true,,,24483,2025-10-17T05:05:48.428,2025-10-17T05:05:48.428,POINT (4.714997 45.98914404086786),,,,,4
tcl_sytral.tclarret.26122,26122,Marcy - Vercheres,247:A,,,,24484,2025-10-17T05:05:48.428,2025-10-17T05:05:48.428,POINT (4.706799999999999 45.78600004089386),,,,,2
tcl_sytral.tclarret.26123,26123,Marcy - Vercheres,247:R,,,,24485,2025-10-17T05:05:48.428,2025-10-17T05:05:48.428,POINT (4.70659 45.785880040893865),,,,,2
tcl_sytral.tclarret.26124,26124,Ste-Consorce - La Madone,247:A,true,,,24486,2025-10-17T05:05:48.428,2025-10-17T05:05:48.428,POINT (4.69646 45.77779004089478),,,,,2
tcl_sytral.tclarret.26125,26125,Ste-Consorce - La Madone,247:R,true,,,24487,2025-10-17T05:05:48.429,2025-10-17T05:05:48.429,POINT (4.696259999999999 45.77782004089477),,,,,2
tcl_sytral.tclarret.26129,26129,Ste-Consorce - Centre,247:A,,,,24488,2025-10-17T05:05:48.429,2025-10-17T05:05:48.429,POINT (4.68953 45.77646004089491),,,,,2
tcl_sytral.tclarret.26130,26130,Marcy - Intefp,247:R,true,,,24489,2025-10-17T05:05:48.429,2025-10-17T05:05:48.429,POINT (4.714225999999999 45.786879040893766),,,,,2
tcl_sytral.tclarret.26131,26131,Marcy - Intefp,247:A,true,,,24490,2025-10-17T05:05:48.429,2025-10-17T05:05:48.429,POINT (4.714244000000001 45.78673404089377),,,,,2
tcl_sytral.tclarret.46571,46571,Champivost,"10:R,10:A,GE4:R,GE4:A",true,false,false,28103,2025-10-17T05:05:48.294,2025-10-17T05:05:48.294,POINT (4.773005951449999 45.81163802354793),ALLEE DES FRENES,,Limonest,69116,1
tcl_sytral.tclarret.46572,46572,Centre commercial Ecully,C6:R,true,false,false,28104,2025-10-17T05:05:48.294,2025-10-17T05:05:48.294,POINT (4.775878034134 45.786266044478836),0 AVENUE DU BON PASTEUR,,Écully,69081,1
tcl_sytral.tclarret.46574,46574,Décines OL Vallée,"BGS1:A,BGS2:A",false,false,false,31023,2025-10-17T05:05:48.294,2025-10-17T05:05:48.294,POINT (4.982726991647999 45.761918074144525),0 AVENUE DE FRANCE,,Décines-Charpieu,69275,1
tcl_sytral.tclarret.46579,46579,Meyzieu les Panettes,BGS1:R,false,false,false,31024,2025-10-17T05:05:48.294,2025-10-17T05:05:48.294,POINT (5.030084985958 45.762416002937464),149 RUE DE LA REPUBLIQUE,,Meyzieu,69282,1
tcl_sytral.tclarret.46580,46580,Décines OL Vallée,BGS1:R,false,false,false,31025,2025-10-17T05:05:48.294,2025-10-17T05:05:48.294,POINT (4.982137996616 45.76268900502644),0 AVENUE DE FRANCE,,Décines-Charpieu,69275,1
tcl_sytral.tclarret.46581,46581,Décines OL Vallée,BGS2:R,false,false,false,31026,2025-10-17T05:05:48.294,2025-10-17T05:05:48.294,POINT (4.981612036164999 45.761936063673524),0 AVENUE DE FRANCE,,Décines-Charpieu,69275,1
tcl_sytral.tclarret.46593,46593,Parc Tête d'Or Churchill,C5:A,false,false,false,28109,2025-10-17T05:05:48.294,2025-10-17T05:05:48.294,POINT (4.843848985874 45.77645600727992),0 ALLEE ACHILLE LIGNON,,Lyon 6e Arrondissement,69386,1
tcl_sytral.tclarret.466,466,Chemin Bressan,43:R,true,false,false,28110,2025-10-17T05:05:48.295,2025-10-17T05:05:48.295,POINT (4.834330045561999 45.88199002215736),15 AVENUE CARNOT,,Neuville-sur-Saône,69143,1
tcl_sytral.tclarret.46612,46612,Meyzieu les Panettes,BGS1:A,false,false,false,31027,2025-10-17T05:05:48.295,2025-10-17T05:05:48.295,POINT (5.029142953356001 45.76087504382065),149 RUE DE LA REPUBLIQUE,,Meyzieu,69282,1
tcl_sytral.tclarret.46613,46613,Eurexpo Entrée Princ.,BGS2:A,false,false,false,31028,2025-10-17T05:05:48.295,2025-10-17T05:05:48.295,POINT (4.949310025107001 45.732390004619674),0 BOULEVARD DE L EUROPE,,Chassieu,69271,1
tcl_sytral.tclarret.26136,26136,Brignais - Bovier Lapierre,222:R,,,,24495,2025-10-17T05:05:48.429,2025-10-17T05:05:48.429,POINT (4.760436000000001 45.67382504090552),,,,,2
tcl_sytral.tclarret.26137,26137,Brignais - Bovier Lapierre,222:A,,,,24496,2025-10-17T05:05:48.429,2025-10-17T05:05:48.429,POINT (4.760554999999999 45.6740970409055),,,,,2
tcl_sytral.tclarret.23888,23888,Gare de Givors Ville,214:R,true,,,24497,2025-10-17T05:05:48.429,2025-10-17T05:05:48.429,POINT (4.766633 45.58462104091344),,,,,2
tcl_sytral.tclarret.23889,23889,Rontalon Le Giraudier,"JD799:R,JD799:A",false,,,24498,2025-10-17T05:05:48.429,2025-10-17T05:05:48.429,POINT (4.599334999999999 45.669587040905924),,,,,3
tcl_sytral.tclarret.23890,23890,Rontalon Les Assiers,"JD799:A,JD799:R",false,,,24499,2025-10-17T05:05:48.429,2025-10-17T05:05:48.429,POINT (4.602151 45.665999040906264),,,,,3
tcl_sytral.tclarret.26138,26138,Ste-Consorce - Centre,247:R,true,,,24506,2025-10-17T05:05:48.43,2025-10-17T05:05:48.43,POINT (4.68949 45.77651004089491),,,,,2
tcl_sytral.tclarret.21128,21128,Thizy-Les-B BDT Bureau Buchet,JD378:R,false,,,24507,2025-10-17T05:05:48.43,2025-10-17T05:05:48.43,POINT (4.297192000000001 46.03482904086117),,,,,5
tcl_sytral.tclarret.21230,21230,Cours-La-Ville Hôpital,JD378:R,false,,,24508,2025-10-17T05:05:48.43,2025-10-17T05:05:48.43,POINT (4.3184890000000005 46.0984430408513),,,,,5
tcl_sytral.tclarret.31503,31503,Point du Jour,"45:R,90:R",true,false,false,26414,2025-10-17T05:05:48.16,2025-10-17T05:05:48.16,POINT (4.796692959501 45.756873896990065),4 RUE DES AQUEDUCS,,Lyon 5e Arrondissement,69385,1
tcl_sytral.tclarret.12063,12063,Paul Chevrel,"20:A,23:R,JD185:A,JD204:R,JD57:R,JD696:A,JD973:A",true,false,false,25224,2025-10-17T05:05:48.072,2025-10-17T05:05:48.072,POINT (4.800181306475001 45.81955343896999),37BIS ROCADE DES MONTS D OR,,Saint-Didier-au-Mont-d'Or,69194,1
tcl_sytral.tclarret.424,424,Charly Centre,JD979:A,true,false,false,27397,2025-10-17T05:05:48.239,2025-10-17T05:05:48.239,POINT (4.793299414882 45.6494940467878),46 RUE DES GOBINS,,Charly,69046,2
tcl_sytral.tclarret.42434,42434,Descartes,"37:A,69:R,C17:A",true,false,false,27398,2025-10-17T05:05:48.239,2025-10-17T05:05:48.239,POINT (4.872630018222 45.77631308457794),52 AVENUE ROGER SALENGRO,,Villeurbanne,69266,1
tcl_sytral.tclarret.42436,42436,Polaris,54:A,true,false,false,27399,2025-10-17T05:05:48.239,2025-10-17T05:05:48.239,POINT (4.895732364063 45.66811156590307),28 AVENUE DE CORBETTA,,Corbas,69273,1
tcl_sytral.tclarret.1207,1207,Ile Barbe,40:R,false,false,false,25225,2025-10-17T05:05:48.072,2025-10-17T05:05:48.072,POINT (4.8305159184369995 45.79582319486374),47 QUAI CLEMENCEAU,,Caluire-et-Cuire,69034,1
tcl_sytral.tclarret.2643,2643,Route de Mions,JD133:A,true,,,29733,2025-10-17T05:05:48.431,2025-10-17T05:05:48.431,POINT (4.947743506100001 45.684393044842494),,,,,1
tcl_sytral.tclarret.12076,12076,Pont Masaryk,40:A,true,false,false,25226,2025-10-17T05:05:48.072,2025-10-17T05:05:48.072,POINT (4.810839985658999 45.777876077066765),46 QUAI JOSEPH GILLET,,Lyon 4e Arrondissement,69384,1
tcl_sytral.tclarret.3085,3085,Vaulx Thibaude,"52:R,C8:R",true,,,29683,2025-10-17T05:05:48.432,2025-10-17T05:05:48.432,POINT (4.929493381298001 45.7785047836227),,,,,1
tcl_sytral.tclarret.35354,35354,Verlaine - 4 août,C26:A,true,,,29684,2025-10-17T05:05:48.432,2025-10-17T05:05:48.432,POINT (4.881477037605 45.76475064597421),,,,,1
tcl_sytral.tclarret.42474,42474,George Sand,"C2:R,JD62:A,JD972:A,ZI4:A",true,false,false,27400,2025-10-17T05:05:48.24,2025-10-17T05:05:48.24,POINT (4.898371970129 45.81581003090444),51 AVENUE DE L EUROPE,,Rillieux-la-Pape,69286,1
tcl_sytral.tclarret.42475,42475,Companet,"C2:R,ZI4:A",true,false,false,27401,2025-10-17T05:05:48.24,2025-10-17T05:05:48.24,POINT (4.876833789021001 45.811528205182945),1157 AVENUE DE L HIPPODROME,,Rillieux-la-Pape,69286,1
tcl_sytral.tclarret.42476,42476,Companet,"C2:A,ZI4:R",true,false,false,27402,2025-10-17T05:05:48.24,2025-10-17T05:05:48.24,POINT (4.877520283818001 45.81162070360593),1157 AVENUE DE L HIPPODROME,,Rillieux-la-Pape,69286,1
tcl_sytral.tclarret.35355,35355,Verlaine - 4 août,69:A,true,,,29685,2025-10-17T05:05:48.432,2025-10-17T05:05:48.432,POINT (4.880499695668001 45.764196701230276),,,,,1
tcl_sytral.tclarret.35356,35356,Verlaine - 4 août,69:R,true,,,29686,2025-10-17T05:05:48.432,2025-10-17T05:05:48.432,POINT (4.880583006885001 45.76324507431339),,,,,1
tcl_sytral.tclarret.35357,35357,Gratte-Ciel - Verlaine,"69:R,C26:A",true,,,29687,2025-10-17T05:05:48.432,2025-10-17T05:05:48.432,POINT (4.880203972922999 45.76797805511085),,,,,1
tcl_sytral.tclarret.35358,35358,Gratte-Ciel - Verlaine,"69:A,C26:R",true,,,29688,2025-10-17T05:05:48.432,2025-10-17T05:05:48.432,POINT (4.880211497710999 45.76853291226079),,,,,1
tcl_sytral.tclarret.35754,35754,Gare Part-Dieu V.Merle,"25:R,C7:R",true,false,false,29138,2025-10-17T05:05:48.432,2025-10-17T05:05:48.432,POINT (4.858279730264 45.7603502534437),18 PLACE CHARLES BERAUDIER,,Lyon 3e Arrondissement,69383,1
tcl_sytral.tclarret.37349,37349,Charcot,JD136:R,true,,,29734,2025-10-17T05:05:48.432,2025-10-17T05:05:48.432,POINT (4.993510649512001 45.78627151712483),,,,,1
tcl_sytral.tclarret.12078,12078,Les Malandières,43:R,true,false,false,25227,2025-10-17T05:05:48.072,2025-10-17T05:05:48.072,POINT (4.812434781718 45.892653541068995),890 RUE JACQUARD,,Genay,69278,2
tcl_sytral.tclarret.12079,12079,Les Malandières,43:A,true,false,false,25228,2025-10-17T05:05:48.072,2025-10-17T05:05:48.072,POINT (4.812218393286999 45.89300035030694),890 RUE JACQUARD,,Genay,69278,2
tcl_sytral.tclarret.1208,1208,Ile Roy,40:A,false,false,false,25229,2025-10-17T05:05:48.072,2025-10-17T05:05:48.072,POINT (4.8588540512580005 45.82419702999944),33 QUAI JEAN BAPTISTE SIMON,,Fontaines-sur-Saône,69088,1
tcl_sytral.tclarret.1209,1209,Ile Roy,40:R,false,false,false,25230,2025-10-17T05:05:48.072,2025-10-17T05:05:48.072,POINT (4.858751069217001 45.82434606356043),33 QUAI JEAN BAPTISTE SIMON,,Fontaines-sur-Saône,69088,1
tcl_sytral.tclarret.96,96,Avignon,93:R,true,false,false,29120,2025-10-17T05:05:48.371,2025-10-17T05:05:48.371,POINT (4.857096627893999 45.691868065678776),25 RUE D AVIGNON,,Saint-Fons,69199,1
tcl_sytral.tclarret.15479,15479,Grenette,156:A,,,,24517,2025-10-17T05:05:48.436,2025-10-17T05:05:48.436,POINT (4.719340000000001 45.99100104086761),,,,,4
tcl_sytral.tclarret.15299,15299,Gleizé Mûriers,"155:R,JD481:A",,,,24518,2025-10-17T05:05:48.436,2025-10-17T05:05:48.436,POINT (4.7044510000000015 45.994171040867165),,,,,4
tcl_sytral.tclarret.15480,15480,Collège Jacques Chirac,"JD481:A,JD481:R",,,,24519,2025-10-17T05:05:48.436,2025-10-17T05:05:48.436,POINT (4.699656 45.97895204086932),,,,,4
tcl_sytral.tclarret.1210,1210,Ile Tabard,"15E:A,18:A,JD15:R,JD2:R,JD264:R,JD741:R",true,false,false,25231,2025-10-17T05:05:48.072,2025-10-17T05:05:48.072,POINT (4.825983429436 45.664470598830405),43 RUE DES SELETTES,,Irigny,69100,1
tcl_sytral.tclarret.12105,12105,Oullins Mairie,"63:A,BRMB:R,C10:A",true,false,false,25232,2025-10-17T05:05:48.072,2025-10-17T05:05:48.072,POINT (4.807205011733 45.714641001050495),120 RUE GRANDE RUE,,Oullins-Pierre-Bénite,69149,1
tcl_sytral.tclarret.12107,12107,Oullins Ville,"63:A,JD268:R,JD269:R",true,false,false,25233,2025-10-17T05:05:48.073,2025-10-17T05:05:48.073,POINT (4.802530020112999 45.71225406908273),3 RUE DE LA CAMILLE,,Oullins-Pierre-Bénite,69149,1
tcl_sytral.tclarret.46614,46614,Eurexpo Entrée Princ.,BGS2:R,false,false,false,31029,2025-10-17T05:05:48.295,2025-10-17T05:05:48.295,POINT (4.947016946193001 45.73433704100846),0 BOULEVARD DE L EUROPE,,Chassieu,69271,1
tcl_sytral.tclarret.46635,46635,Fontaines Centre,77:A,false,false,false,28114,2025-10-17T05:05:48.295,2025-10-17T05:05:48.295,POINT (4.845942050719 45.835267029508124),44 RUE GAMBETTA,,Fontaines-sur-Saône,69088,1
tcl_sytral.tclarret.46640,46640,André Philip,"37:A,C17:A",true,false,false,28115,2025-10-17T05:05:48.295,2025-10-17T05:05:48.295,POINT (4.865387024992999 45.77240102673137),28 COURS ANDRE PHILIP,,Villeurbanne,69266,1
tcl_sytral.tclarret.46642,46642,Charpennes Charles Hernu,"37:R,BRT1:A,C17:A",true,false,false,28116,2025-10-17T05:05:48.295,2025-10-17T05:05:48.295,POINT (4.863714960871001 45.77088601921654),23 RUE GABRIEL PERI,,Villeurbanne,69266,1
tcl_sytral.tclarret.46644,46644,Charpennes Charles Hernu,"BRT1:R,C17:R",true,false,false,28117,2025-10-17T05:05:48.295,2025-10-17T05:05:48.295,POINT (4.864257066327002 45.77124602540152),20 RUE GABRIEL PERI,,Villeurbanne,69266,1
tcl_sytral.tclarret.17393,17393,Terrasses Presqu'Île,"NAVI1:A,NAVI1:R",false,,,24520,2025-10-17T05:05:48.436,2025-10-17T05:05:48.436,POINT (4.831127000000001 45.76218804089648),,,,,1
tcl_sytral.tclarret.17394,17394,Subsistances,"NAVI1:A,NAVI1:R",false,,,24521,2025-10-17T05:05:48.436,2025-10-17T05:05:48.436,POINT (4.819094 45.76745304089591),,,,,1
tcl_sytral.tclarret.17397,17397,Confluence,"NAVI1:A,NAVI1:R",false,,,24523,2025-10-17T05:05:48.436,2025-10-17T05:05:48.436,POINT (4.814246 45.7425610408986),,,,,1
tcl_sytral.tclarret.46645,46645,Charpennes Charles Hernu,37:A,true,false,false,28118,2025-10-17T05:05:48.295,2025-10-17T05:05:48.295,POINT (4.861753975187 45.77064001625057),111 AVENUE THIERS,,Lyon 6e Arrondissement,69386,1
tcl_sytral.tclarret.3156,3156,Garibaldi - Berthelot,C12:A,true,false,false,26418,2025-10-17T05:05:48.16,2025-10-17T05:05:48.16,POINT (4.847140271442 45.74310139245154),32 RUE PAUL DUVIVIER,,Lyon 7e Arrondissement,69387,1
tcl_sytral.tclarret.11489,11489,Laennec,131:A,false,,,29755,2025-10-17T05:05:48.458,2025-10-17T05:05:48.458,POINT (4.886829324105001 45.738165027976066),,,,,1
tcl_sytral.tclarret.11469,11469,Colette - Egalité,JD133:A,false,,,29756,2025-10-17T05:05:48.458,2025-10-17T05:05:48.458,POINT (4.945681386913 45.689661953149994),,,,,1
tcl_sytral.tclarret.12126,12126,Porte de Lyon,"61:R,JD843:R",true,false,false,25241,2025-10-17T05:05:48.073,2025-10-17T05:05:48.073,POINT (4.763628018775 45.82165000945975),452 AVENUE DE LA PORTE DE LYON,,Dardilly,69072,1
tcl_sytral.tclarret.12127,12127,Maison Carrée,"61:A,JD32:A,JD32:R",false,false,false,25242,2025-10-17T05:05:48.073,2025-10-17T05:05:48.073,POINT (4.761822618729999 45.824897131291365),452 ROUTE NATIONALE 6,,Dardilly,69072,1
tcl_sytral.tclarret.12129,12129,Gare de Limonest,"61:A,JD32:A,JD32:R",true,false,false,25243,2025-10-17T05:05:48.073,2025-10-17T05:05:48.073,POINT (4.756409016449 45.82690608052614),22 ROUTE NATIONALE 6,,Dardilly,69072,1
tcl_sytral.tclarret.1213,1213,Impasse Mathieu,"C1:A,JD205:A,JD61:A,JD62:A",true,false,false,25244,2025-10-17T05:05:48.073,2025-10-17T05:05:48.073,POINT (4.839497964394 45.788219082203604),41 RUE PASTEUR,,Caluire-et-Cuire,69034,1
tcl_sytral.tclarret.12130,12130,Gare de Limonest,"61:R,JD32:R,JD32:A,JD843:R,JD843:A",true,false,false,25245,2025-10-17T05:05:48.073,2025-10-17T05:05:48.073,POINT (4.755798060899999 45.827224004645075),25 ROUTE NATIONALE 6,,Dardilly,69072,1
tcl_sytral.tclarret.12139,12139,St-Abdon,"78:R,JD2:R,JD2:A,JD261:A,JD979:A",true,false,false,25246,2025-10-17T05:05:48.073,2025-10-17T05:05:48.073,POINT (4.793642996527999 45.66094472461375),796 ROUTE DE SAINT ABDON,,Charly,69046,2
tcl_sytral.tclarret.12162,12162,Les Blés d'Or,"87:A,JD3:A,JD3:R",true,false,false,25247,2025-10-17T05:05:48.074,2025-10-17T05:05:48.074,POINT (4.945562474629 45.667628933633104),27 RUE ALBERT FERRUS,,Mions,69283,1
tcl_sytral.tclarret.31585,31585,Champagne Cimetière,66:R,false,false,false,26422,2025-10-17T05:05:48.16,2025-10-17T05:05:48.16,POINT (4.786588214551 45.79301818944608),42 AVENUE DE MONTLOUIS,,Champagne-au-Mont-d'Or,69040,1
tcl_sytral.tclarret.12163,12163,Les Blés d'Or,87:R,true,false,false,25248,2025-10-17T05:05:48.074,2025-10-17T05:05:48.074,POINT (4.945267986604001 45.66737474330914),27 RUE ALBERT FERRUS,,Mions,69283,1
tcl_sytral.tclarret.31622,31622,Les Saules,3:A,true,false,false,26423,2025-10-17T05:05:48.16,2025-10-17T05:05:48.16,POINT (4.759085968939 45.818016333570185),15 CHEMIN DE GARGANTUA,,Dardilly,69072,1
tcl_sytral.tclarret.31623,31623,Les Saules,3:R,true,false,false,26424,2025-10-17T05:05:48.16,2025-10-17T05:05:48.16,POINT (4.7597335394260005 45.817813353368194),0 CHEMIN DU DODIN,,Dardilly,69072,1
tcl_sytral.tclarret.3167,3167,Yon Lug,"15:A,17:A",true,false,false,26425,2025-10-17T05:05:48.16,2025-10-17T05:05:48.16,POINT (4.820112781912 45.71081244327889),119 AVENUE JEAN JAURES,,Oullins-Pierre-Bénite,69149,1
tcl_sytral.tclarret.3168,3168,Yon Lug,"15:R,17:R",true,false,false,26426,2025-10-17T05:05:48.161,2025-10-17T05:05:48.161,POINT (4.820027276808 45.71148041954782),119 AVENUE JEAN JAURES,,Oullins-Pierre-Bénite,69149,1
tcl_sytral.tclarret.31686,31686,Les Battières,"65:R,JD975:R",true,false,false,26427,2025-10-17T05:05:48.161,2025-10-17T05:05:48.161,POINT (4.782963947653001 45.75436554569934),96 RUE JOLIOT CURIE,,Lyon 5e Arrondissement,69385,1
tcl_sytral.tclarret.31688,31688,Bron Libération,"24:R,79:R",true,false,false,26428,2025-10-17T05:05:48.161,2025-10-17T05:05:48.161,POINT (4.902302996247 45.72969502512495),5 RUE PAUL PIC,,Bron,69029,1
tcl_sytral.tclarret.317,317,Cailloux Château,"77:R,JD73:R,JD79:R",false,false,false,26429,2025-10-17T05:05:48.161,2025-10-17T05:05:48.161,POINT (4.869758941075001 45.84849483179952),412 ROUTE DE NOAILLEUX,,Cailloux-sur-Fontaines,69033,1
tcl_sytral.tclarret.46659,46659,Décines OL Vallée,85:A,false,false,false,28119,2025-10-17T05:05:48.295,2025-10-17T05:05:48.295,POINT (4.981527029104001 45.768053078785854),10 AVENUE SIMONE VEIL,,Décines-Charpieu,69275,1
tcl_sytral.tclarret.46661,46661,Balzac,85:A,true,false,false,28120,2025-10-17T05:05:48.295,2025-10-17T05:05:48.295,POINT (4.982520030828 45.77043307792658),0 RUE VIOLETTE MAURICE,,Décines-Charpieu,69275,1
tcl_sytral.tclarret.46662,46662,Balzac,85:R,true,false,false,28121,2025-10-17T05:05:48.296,2025-10-17T05:05:48.296,POINT (4.982461947188 45.77046100182058),0 RUE VIOLETTE MAURICE,,Décines-Charpieu,69275,1
tcl_sytral.tclarret.46680,46680,Parc des Lumieres,"ZI8:A,ZI8:R",false,false,false,28124,2025-10-17T05:05:48.296,2025-10-17T05:05:48.296,POINT (4.965549044873999 45.6824410220897),16 RUE NICEPHORE NIEPCE,,Saint-Priest,69290,1
tcl_sytral.tclarret.46681,46681,Parc des Meurières,ZI8:R,true,false,false,28125,2025-10-17T05:05:48.296,2025-10-17T05:05:48.296,POINT (4.958158437646 45.68141352907579),7 RUE GALILEE,,Saint-Priest,69290,1
tcl_sytral.tclarret.46684,46684,La Palombière,"30:R,ZI8:A",false,false,false,28128,2025-10-17T05:05:48.296,2025-10-17T05:05:48.296,POINT (4.954215897556 45.68252102431069),136 ROUTE D HEYRIEUX,,Saint-Priest,69290,1
tcl_sytral.tclarret.46685,46685,La Palombière,"30:A,ZI8:R",false,false,false,28129,2025-10-17T05:05:48.296,2025-10-17T05:05:48.296,POINT (4.953977027295001 45.682702041773666),119 ROUTE D HEYRIEUX,,Saint-Priest,69290,1
tcl_sytral.tclarret.46687,46687,Domer - Trois Pierres,C7:R,true,false,false,28130,2025-10-17T05:05:48.296,2025-10-17T05:05:48.296,POINT (4.84725786158 45.74717201725211),27 RUE DES TROIS PIERRES,,Lyon 7e Arrondissement,69387,1
tcl_sytral.tclarret.46688,46688,Place Stalingrad,C7:A,true,false,false,28131,2025-10-17T05:05:48.296,2025-10-17T05:05:48.296,POINT (4.853618009360999 45.74934724109687),307 RUE GARIBALDI,,Lyon 7e Arrondissement,69387,1
tcl_sytral.tclarret.46690,46690,Tchecoslovaques Blandan,"C25:R,PL1:A",true,false,false,28132,2025-10-17T05:05:48.296,2025-10-17T05:05:48.296,POINT (4.858540938592 45.74554000291429),40 BOULEVARD DES TCHECOSLOVAQUES,,Lyon 7e Arrondissement,69387,1
